metric,value
filtered_samples,11783
corr_abs_yaw_vs_lever,0.927472753388608
corr_abs_yaw_vs_roll,0.14522545464740025
corr_abs_yaw_vs_pitch,-0.17564577712301424
ols_abs_yaw_intercept,-0.482658290185602
ols_abs_yaw_lever_coef,0.9612822295181584
ols_abs_yaw_roll_coef,0.007789118477807722
ols_abs_yaw_pitch_coef,0.0001771353731237213
ols_abs_yaw_r2,0.8954338434987508
residual_corr_roll_after_lever,0.5013440978152337
residual_corr_pitch_after_lever,-0.009877850434492602

lever_bin,sample_count,mean_abs_yaw,corr_roll,corr_pitch
"[0.1,0.2)",0,nan,nan,nan
"[0.2,0.30000000000000004)",0,nan,nan,nan
"[0.30000000000000004,0.4)",0,nan,nan,nan
"[0.4,0.5)",0,nan,nan,nan
"[0.5,0.6)",45,0.001302936767981878,-0.042686214711523555,0.1824206654569238
"[0.6,0.7)",7961,0.11657827507487395,0.6351754521664361,-0.1788490011969979
"[0.7000000000000001,0.8)",0,nan,nan,nan
"[0.8,0.9)",2732,0.33804000475852897,0.09907650187040536,-0.31386813502230926
"[0.9,1.0)",0,nan,nan,nan
