metric,value
filtered_samples,21356
corr_abs_yaw_vs_lever,0.9403337387375824
corr_abs_yaw_vs_roll,0.07871386707264066
corr_abs_yaw_vs_pitch,-0.09753587772512749
ols_abs_yaw_intercept,-0.32558816607856
ols_abs_yaw_lever_coef,0.7502084444600793
ols_abs_yaw_roll_coef,0.0009719510466603687
ols_abs_yaw_pitch_coef,-0.002613989357263813
ols_abs_yaw_r2,0.8870423306987634
residual_corr_roll_after_lever,0.04727720152245132
residual_corr_pitch_after_lever,-0.14621617858770308

lever_bin,sample_count,mean_abs_yaw,corr_roll,corr_pitch
"[0.1,0.2)",0,nan,nan,nan
"[0.2,0.30000000000000004)",0,nan,nan,nan
"[0.30000000000000004,0.4)",0,nan,nan,nan
"[0.4,0.5)",1853,0.0215731213798751,0.6077133162495851,-0.7041213177489032
"[0.5,0.6)",8260,0.05429255303686284,0.9167203505071865,0.28058875082076934
"[0.6,0.7)",7488,0.1226324952803811,0.012925172159159106,0.1913753014485733
"[0.7000000000000001,0.8)",0,nan,nan,nan
"[0.8,0.9)",2730,0.336938748949612,-0.23556205804304242,-0.06349826385520262
"[0.9,1.0)",0,nan,nan,nan
