metric,value
filtered_samples,19056
corr_abs_yaw_vs_lever,0.9480803486110564
corr_abs_yaw_vs_roll,-0.003322671761177094
corr_abs_yaw_vs_pitch,-0.2364458763441041
ols_abs_yaw_intercept,-0.35165817405917993
ols_abs_yaw_lever_coef,0.7934233264434889
ols_abs_yaw_roll_coef,0.0017067504598143879
ols_abs_yaw_pitch_coef,-0.00010639654132241216
ols_abs_yaw_r2,0.8997462165213925
residual_corr_roll_after_lever,0.09356937930106121
residual_corr_pitch_after_lever,-0.005536989339144126

lever_bin,sample_count,mean_abs_yaw,corr_roll,corr_pitch
"[0.1,0.2)",0,nan,nan,nan
"[0.2,0.30000000000000004)",0,nan,nan,nan
"[0.30000000000000004,0.4)",0,nan,nan,nan
"[0.4,0.5)",302,0.0023812258058304257,-0.2788517055451623,-0.18303105475658776
"[0.5,0.6)",7965,0.05838435519357502,0.9174701887657328,0.23344845509649392
"[0.6,0.7)",7026,0.12163558913386623,0.05957959140381534,0.2592633969560074
"[0.7000000000000001,0.8)",0,nan,nan,nan
"[0.8,0.9)",2741,0.33700920538933604,-0.1855696978076203,-0.007500221921217655
"[0.9,1.0)",0,nan,nan,nan
