metric,value
filtered_samples,5308
corr_abs_yaw_vs_lever,-0.03797985696515955
corr_abs_yaw_vs_roll,0.1914802305824138
corr_abs_yaw_vs_pitch,0.21075298311617952
ols_abs_yaw_intercept,0.007105707180432948
ols_abs_yaw_lever_coef,0.09582922478025187
ols_abs_yaw_roll_coef,0.0054403884037838275
ols_abs_yaw_pitch_coef,0.005449449096011735
ols_abs_yaw_r2,0.2263500028986607
residual_corr_roll_after_lever,0.15687962447658702
residual_corr_pitch_after_lever,0.2076378310969179

lever_bin,sample_count,mean_abs_yaw,corr_roll,corr_pitch
"[0.1,0.2)",88,0.0011930961683554986,-0.32355832919736877,-0.17749376150806614
"[0.2,0.30000000000000004)",975,0.0283800605581501,0.6664937869891939,0.5131467615874984
"[0.30000000000000004,0.4)",1775,0.010214093896695512,0.49934715873198815,0.3646468699946011
"[0.4,0.5)",1150,0.0199746530188332,0.7025080609965755,-0.7349872655339929
"[0.5,0.6)",1320,0.018504146833422126,0.6922839380375331,-0.7447985237696794
"[0.6,0.7)",0,nan,nan,nan
"[0.7000000000000001,0.8)",0,nan,nan,nan
"[0.8,0.9)",0,nan,nan,nan
"[0.9,1.0)",0,nan,nan,nan
