time_sec,psi_deg,target_psi_deg,angle_error_deg,omega_rad_s,u_cmd,roll_deg,pitch_deg,body_roll_deg,body_pitch_deg,moment_nm,horizon,mpc_cost,q_angle,q_terminal,q_omega,r_u,r_du,settled
12.0,89.2848975280706,90.0,0.7151024719293959,0.003775562924018766,0.040000000000000924,0.08978295550476656,6.999427059483863,7.0,0.0,208.87540686961796,8.0,0.02966625814948927,8.027850054249283,121.25325244121771,16.600935459661837,0.03010443770343481,3.0417750813739235,0
12.100000000000001,89.30652047073211,90.0,0.6934795292678845,0.0037739154341323005,0.040000000000000924,0.08714683976652353,6.999460211066781,7.0,0.0,210.93858003153636,8.0,0.02812174564673651,8.028125144004205,121.2656314801892,16.665942641813494,0.030105469290015768,3.042187716006307,0
12.200000000000001,89.32813397822562,90.0,0.6718660217743785,0.0037722686866618815,0.040000000000000924,0.08451186208319098,6.999492360958883,7.0,0.0,213.0008234561162,8.0,0.0266366690517309,8.028400109794148,121.27800494073671,16.730921456114007,0.030106500411728056,3.0426001646912235,0
12.3,89.34973805480418,90.0,0.6502619451958273,0.0037706226814871275,0.040000000000000924,0.08187802232189316,6.9995235104546625,7.0,0.0,215.06213729411292,8.0,0.025210963818415463,8.028674951639214,121.29037282376467,16.79587191533255,0.030107531068647053,3.0430124274588226,0
12.4,89.37133270472012,90.0,0.6286672952798803,0.0037689774184871227,0.040000000000000924,0.07924532034885282,6.999553660847409,7.0,0.0,217.12252169695077,8.0,0.023844565447590692,8.028949669559593,121.30273513018169,16.860794032236356,0.03010856126084847,3.04342450433939,0
12.5,89.3929179322251,90.0,0.6070820677748991,0.003767332897540422,0.040000000000000924,0.07661375602939753,6.999582813429211,7.0,0.0,219.18197681671725,8.0,0.022537409486898453,8.029224263575562,121.31509186090031,16.925687819590586,0.030109590988408357,3.0438363953633436,0
12.600000000000001,89.40370583689759,90.0,0.5962941631024096,0.0018828445592625682,0.020000000000000906,0.073983329227963,6.999610969490951,7.0,0.0,221.24050280616098,8.0,0.021263626965193128,8.029498733707488,121.32744301683695,16.990553290158296,0.03011062025140308,3.0442481005612327,0
12.700000000000001,89.4144913880838,90.0,0.5855086119162027,0.0018824337984172327,0.020000000000000906,0.07266868578698847,6.999624672748195,7.0,0.0,222.26930517881905,8.0,0.019328980268554865,8.029635907357175,121.3336158310729,17.02297187363564,0.030111134652589404,3.044453861035764,0
12.8,89.42527458631484,90.0,0.5747254136851513,0.0018820231302697577,0.020000000000000906,0.0713543266111646,6.99963812741321,7.0,0.0,223.29787537798754,8.0,0.018626845678306157,8.029773050050398,121.33978725226791,17.05538338427155,0.03011164893768899,3.044659575075598,0
12.9,89.4360554321218,90.0,0.5639445678781919,0.0018816125548124468,0.020000000000000906,0.07004025168329575,6.999651333646963,7.0,0.0,224.32621342294328,8.0,0.01793951593846237,8.029910161789726,121.34595728053766,17.087787823660438,0.03011216310671147,3.0448652426845886,0
13.0,89.44683392603571,90.0,0.5531660739642862,0.0018812020720375875,0.020000000000000906,0.06872646098613316,6.99966429161035,7.0,0.0,225.35431933300265,8.0,0.01726698303610948,8.030047242577734,121.35212591599802,17.12018519339652,0.0301126771596665,3.0450708638666004,0
13.100000000000001,89.45761006858756,90.0,0.5423899314124472,0.0018807916819374509,0.020000000000000906,0.06741295450237043,6.999677001464192,7.0,0.0,226.38219312752466,8.0,0.016609238961204337,8.030184292417003,121.35829315876515,17.15257549507394,0.030113191096563758,3.045276438625505,0
13.200000000000001,89.46838386030826,90.0,0.5316161396917383,0.0018803813845042912,0.020000000000000906,0.06609973221464677,6.999689463369233,7.0,0.0,227.4098348259087,8.0,0.015966275706565024,8.030321311310122,121.36445900895544,17.184958730286706,0.030113704917412956,3.0454819669651814,0
13.3,89.47915530172874,90.0,0.5208446982712615,0.001879971179730347,0.020000000000000906,0.06478679410554675,6.99970167748614,7.0,0.0,228.43724444759437,8.0,0.015338085267865878,8.03045829925968,121.37062346668556,17.217334900628657,0.0301142186222238,3.0456874488895185,0
13.4,89.48992439337984,90.0,0.5100756066201567,0.0018795610676078404,0.020000000000000906,0.0634741401575991,6.999713643975513,7.0,0.0,229.46442201206287,8.0,0.01472465964364195,8.030595256268276,121.37678653207239,17.249704007693524,0.030114732211006034,3.0458928844024125,0
13.5,89.50069113579238,90.0,0.4993088642076147,0.0018791510481289764,0.020000000000000906,0.062161770353276656,6.999725362997867,7.0,0.0,230.49136753883687,8.0,0.01412599083529362,8.030732182338511,121.38294820523302,17.282066053074935,0.030115245683769415,3.0460982735077673,0
13.600000000000001,89.51145552949713,90.0,0.4885444705028774,0.0018787411212859448,0.020000000000000906,0.06084968467499794,6.99973683471365,7.0,0.0,231.51808104747903,8.0,0.013542070847082095,8.030869077472998,121.38910848628487,17.31442103836635,0.03011575904052374,3.046303616209496,0
13.700000000000001,89.52221757502477,90.0,0.47778242497522466,0.0018783312870709187,0.020000000000000906,0.05953788310512723,6.999748059283231,7.0,0.0,232.54456255759237,8.0,0.012972891686124895,8.031005941674346,121.39526737534554,17.346768965161104,0.030116272281278795,3.046508912511518,0
13.8,89.53297727290602,90.0,0.4670227270939745,0.0018779215454760548,0.020000000000000906,0.05822636562597307,6.999759036866905,7.0,0.0,233.57081208882107,8.0,0.012418445362399895,8.031142774945176,121.40142487253293,17.379109835052397,0.030116785406044407,3.0467141624177643,0
13.9,89.5437346236715,90.0,0.4562653763285088,0.0018775118964934937,0.020000000000000906,0.056915132219788375,6.999769767624893,7.0,0.0,234.5968296608506,8.0,0.011878723888753674,8.031279577288114,121.4075809779651,17.41144364963332,0.030117298414830424,3.04691936593217,0
14.0,89.55448962785177,90.0,0.44551037214823447,0.00187710234011536,0.020000000000000906,0.055604182868773465,6.999780251717341,7.0,0.0,235.62261529340526,8.0,0.011353719280881188,8.031416348705788,121.41373569176042,17.44377041049679,0.030117811307646705,3.047124523058681,0
14.100000000000001,89.56524228597739,90.0,0.4347577140226097,0.0018766928763337618,0.020000000000000906,0.05429351755507158,6.999790489304318,7.0,0.0,236.6481690062518,8.0,0.010843423557345239,8.031553089200834,121.41988901403751,17.47609011923563,0.030118324084503125,3.04732963380125,0
14.200000000000001,89.57599259857885,90.0,0.4240074014211561,0.001876283505140791,0.020000000000000906,0.05298313626077197,6.9998004805458205,7.0,0.0,237.6734908191967,8.0,0.010347828739572677,8.031689798775894,121.42604094491519,17.50840277744253,0.030118836745409598,3.0475346981638394,0
14.3,89.58674056618659,90.0,0.4132594338134081,0.0018758742265285243,0.020000000000000906,0.05167303896791154,6.999810225601771,7.0,0.0,238.69858075208543,8.0,0.009866926851835656,8.031826477433611,121.43219148451251,17.540708386709976,0.030119349290376043,3.047739716150417,0
14.4,89.59748618933102,90.0,0.4025138106689763,0.0018754650404890208,0.020000000000000906,0.05036322565846868,6.999819724632012,7.0,0.0,239.72343882480658,8.0,0.009400709921283964,8.031963125176642,121.43834063294885,17.573006948630432,0.030119861719412406,3.047944687764961,0
14.5,89.6082294685425,90.0,0.3917705314574969,0.0018750559470143246,0.020000000000000906,0.04905369631437106,6.9998289777963185,7.0,0.0,240.74806505728648,8.0,0.0089491699779135,8.032099742007638,121.44448839034371,17.605298464796128,0.03012037403252864,3.048149613011457,0
14.600000000000001,89.61897040435134,90.0,0.3810295956486569,0.0018746469460964633,0.020000000000000906,0.0477444509174895,6.999837985254385,7.0,0.0,241.77245946949327,8.0,0.008512299054586468,8.032236327929265,121.45063475681697,17.637582936799216,0.030120886229734745,3.0483544918938987,0
14.700000000000001,89.6297089972878,90.0,0.37029100271219423,0.0018742380377274484,0.020000000000000906,0.04643548944964113,6.999846747165836,7.0,0.0,242.7966220814352,8.0,0.00809008918702472,8.032372882944191,121.4567797324886,17.669860366231706,0.030121398311040715,3.0485593244162867,0
14.8,89.64044524788211,90.0,0.359554752117885,0.0018738292218992757,0.020000000000000906,0.045126811892589436,6.999855263690214,7.0,0.0,243.82055291315984,8.0,0.007682532413806486,8.032509407055088,121.46292331747897,17.702130754685452,0.030121910276456578,3.048764110582632,0
14.9,89.65117915666444,90.0,0.34882084333555624,0.0018734204986039244,0.020000000000000906,0.043818418228042735,6.999863534986995,7.0,0.0,244.84425198475583,8.0,0.00728962077637238,8.032645900264635,121.46906551190854,17.734394103752198,0.03012242212599238,3.048968850396951,0
15.0,89.66191072416491,90.0,0.33808927583508575,0.0018730118678333585,0.020000000000000906,0.04251030843765583,6.999871561215576,7.0,0.0,245.86771931635138,8.0,0.0069113463190223195,8.032782362575514,121.47520631589812,17.766650415023538,0.030122933859658176,3.0491735438632706,0
15.100000000000001,89.67263995091362,90.0,0.3273600490863768,0.0018726033295795254,0.020000000000000906,0.04120248250303002,6.99987934253528,7.0,0.0,246.8909549281142,8.0,0.0065477010889097974,8.032918793990415,121.48134572956869,17.79889969009091,0.030123445477464057,3.049378190985623,0
15.200000000000001,89.68336683744059,90.0,0.3166331625594091,0.0018721948838343564,0.020000000000000906,0.03989494040571008,6.999886879105353,7.0,0.0,247.913958840254,8.0,0.006198677136058121,8.033055194512034,121.48748375304153,17.831141930545684,0.030123956979420125,3.049582791768051,0
15.3,89.69409138427581,90.0,0.30590861572418776,0.0018717865305897675,0.020000000000000906,0.03858768212719051,6.999894171084972,7.0,0.0,248.93673107301746,8.0,0.005864266513339227,8.033191564143069,121.49362038643812,17.863377137979,0.030124468365536505,3.049787346214604,0
15.4,89.70481359194923,90.0,0.29518640805076873,0.0018713782698376587,0.020000000000000906,0.03728070764890939,6.999901218633234,7.0,0.0,249.9592716466931,8.0,0.0055444612764888514,8.033327902886226,121.49975562988016,17.895605313981928,0.03012497963582335,3.0499918543293383,1
15.5,89.71553346099074,90.0,0.2844665390092589,0.0018709701015699133,0.020000000000000906,0.03597401695225149,6.999908021909163,7.0,0.0,250.9815805816089,8.0,0.005239253484101441,8.033464210744215,121.50588948348967,17.92782646014538,0.030125490790290806,3.0501963161163217,1
15.600000000000001,89.7262509919302,90.0,0.27374900806980323,0.0018705620257784,0.020000000000000906,0.0346676100185484,6.9999145810717085,7.0,0.0,252.0036578981322,8.0,0.004948635197627819,8.03360048771975,121.5120219473888,17.960040578060124,0.030126001828949065,3.050400731579627,1
15.700000000000001,89.7369661852974,90.0,0.2630338147025977,0.0018701540424549703,0.020000000000000906,0.03336148682907696,6.999920896279746,7.0,0.0,253.0255036166707,8.0,0.004672598481379476,8.033736733815557,121.51815302170004,17.992247669316814,0.03012651275180834,3.050605100723334,1
15.8,89.74767904162209,90.0,0.25232095837790186,0.0018697461515914608,0.020000000000000906,0.03205564736506093,6.999926967692077,7.0,0.0,254.04711775767166,8.0,0.004411135402528242,8.033872949034356,121.52428270654603,18.024447735505948,0.03012702355887883,3.0508094235515344,1
15.9,89.75838956143402,90.0,0.24161043856598793,0.0018693383531796924,0.020000000000000906,0.030750091607672538,6.9999327954674255,7.0,0.0,255.06850034162002,8.0,0.004164238031096536,8.034009133378882,121.53041100204973,18.056640778217847,0.03012753425017081,3.0510137000683244,1
16.0,89.7690977452628,90.0,0.23090225473720452,0.001868930647211469,0.020000000000000906,0.02944481953802635,6.999938379764444,7.0,0.0,256.0896513890438,8.0,0.003931898439974092,8.034145286851873,121.53653790833427,18.08882679904279,0.03012804482569452,3.051217930277809,1
16.1,89.77980359363808,90.0,0.22019640636192567,0.0018685230336785803,0.020000000000000906,0.028139831137187096,6.999943720741708,7.0,0.0,257.1105709205075,8.0,0.00371410870490177,8.034281409456067,121.54266342552306,18.121005799570813,0.03012855528546025,3.051422114184102,1
16.2,89.79050710708941,90.0,0.20949289291058903,0.0018681155125727987,0.020000000000000906,0.026835126386163498,6.999948818557721,7.0,0.0,258.13125895661733,8.0,0.0035108609044832116,8.034417501194216,121.5487875537397,18.153177781391907,0.03012906562947831,3.0516262517913235,1
16.3,89.80120828614633,90.0,0.19879171385367037,0.0018677080838858822,0.020000000000000906,0.025530705265912963,6.999953673370909,7.0,0.0,259.1517155180172,8.0,0.0033221471201767827,8.03455356206907,121.5549102931081,18.18534274609586,0.03012957585775901,3.051830343103603,1
16.400000000000002,89.81190713133829,90.0,0.18809286866170916,0.001867300747609572,0.020000000000000906,0.02422656775733857,6.999958285339625,7.0,0.0,260.1719406253914,8.0,0.00314795943630125,8.034689592083385,121.56103164375236,18.217500695272342,0.030130085970312692,3.0520343881250787,1
16.5,89.82260364319473,90.0,0.17739635680527024,0.001866893503735595,0.020000000000000906,0.022922713841292203,6.9999626546221485,7.0,0.0,261.1919342994619,8.0,0.0029882899400290705,8.034825591239928,121.56715160579678,18.249651630510844,0.030130595967149728,3.0522383868598926,1
16.6,89.83329782224503,90.0,0.16670217775496937,0.0018664863522556612,0.020000000000000906,0.02161914349856995,6.999966781376684,7.0,0.0,262.2116965609919,8.0,0.0028431307213926797,8.034961559541465,121.57327017936593,18.281795553400777,0.030131105848280493,3.0524423393121984,1
16.7,89.84398966901853,90.0,0.1560103309814732,0.0018660792931614646,0.020000000000000906,0.020315856709915266,6.99997066576136,7.0,0.0,263.23122743078386,8.0,0.002712473873281764,8.03509749699077,121.5793873645847,18.3139324655314,0.030131615613715388,3.052646245486157,1
16.8,89.85467918404449,90.0,0.14532081595551202,0.0018656723264446847,0.020000000000000906,0.019012853456019014,6.999974307934232,7.0,0.0,264.25052692967864,8.0,0.0025963114914439554,8.035233403590624,121.58550316157807,18.34606236849183,0.03013212526346484,3.052850105385936,1
16.900000000000002,89.86536636785216,90.0,0.13463363214784146,0.0018652654520969853,0.020000000000000906,0.01771013371752109,6.99997770805328,7.0,0.0,265.269595078555,8.0,0.002494635674481379,8.035369279343808,121.59161757047133,18.378185263870986,0.03013263479753928,3.053053919015711,1
17.0,89.86536636785216,90.0,0.13463363214784146,8.281636132911571e-17,8.881784197001252e-16,0.0164076974750058,6.999980866276411,7.0,0.0,266.2884318983328,8.0,0.0023718924653757956,8.035505124253111,121.59773059138999,18.41030115325772,0.030133144215949165,3.0532576863796663,1
17.1,89.86536636785216,90.0,0.13463363214784146,8.281636132911571e-17,8.881784197001252e-16,0.0164076974750058,6.999980866276411,7.0,0.0,266.2884318983328,8.0,0.0011505893908239262,8.035505124253111,121.59773059138999,18.41030115325772,0.030133144215949165,3.0532576863796663,1
17.2,89.86536636785216,90.0,0.13463363214784146,8.281636132911571e-17,8.881784197001252e-16,0.0164076974750058,6.999980866276411,7.0,0.0,266.2884318983328,8.0,0.0011505893908239262,8.035505124253111,121.59773059138999,18.41030115325772,0.030133144215949165,3.0532576863796663,1
17.3,89.86536636785216,90.0,0.13463363214784146,8.281636132911571e-17,8.881784197001252e-16,0.0164076974750058,6.999980866276411,7.0,0.0,266.2884318983328,8.0,0.0011505893908239262,8.035505124253111,121.59773059138999,18.41030115325772,0.030133144215949165,3.0532576863796663,1
17.400000000000002,89.86536636785216,90.0,0.13463363214784146,8.281636132911571e-17,8.881784197001252e-16,0.0164076974750058,6.999980866276411,7.0,0.0,266.2884318983328,8.0,0.0011505893908239262,8.035505124253111,121.59773059138999,18.41030115325772,0.030133144215949165,3.0532576863796663,1
17.5,89.86536636785216,90.0,0.13463363214784146,8.281636132911571e-17,8.881784197001252e-16,0.0164076974750058,6.999980866276411,7.0,0.0,266.2884318983328,8.0,0.0011505893908239262,8.035505124253111,121.59773059138999,18.41030115325772,0.030133144215949165,3.0532576863796663,1
17.6,89.86536636785216,90.0,0.13463363214784146,8.281636132911571e-17,8.881784197001252e-16,0.0164076974750058,6.999980866276411,7.0,0.0,266.2884318983328,8.0,0.0011505893908239262,8.035505124253111,121.59773059138999,18.41030115325772,0.030133144215949165,3.0532576863796663,1
