timestamp_ns,lever,yaw_rate,roll_angle,pitch_angle
1779153379225726600,0.0,,,
1779153379273408263,0.0,,,
1779153379323647708,0.0,,,
1779153379373833401,0.0,,,
1779153379423662973,0.0,,,
1779153379473668786,0.0,,,
1779153379523509674,0.0,,,
1779153379573933645,0.0,,,
1779153379624010964,0.0,,,
1779153379673730790,0.0,,,
1779153379723840203,0.0,,,
1779153379773652779,0.0,,,
1779153379823512515,0.0,,,
1779153379873438200,0.0,,,
1779153379923397720,0.0,,,
1779153379973629590,0.0,,,
1779153380023481934,0.0,,,
1779153380033508806,,0.000272707695624114,,
1779153380053495067,,-0.000545415391248228,,
1779153380073408096,0.0,,,
1779153380073583896,,-0.000545415391248228,,
1779153380093569967,,-0.0008181230868723419,,
1779153380113511966,,-0.000681769239060285,,
1779153380123449357,0.0,,,
1779153380133531913,,-0.000545415391248228,,
1779153380153582541,,0.000545415391248228,,
1779153380173498895,0.0,,,
1779153380173557731,,-0.0008181230868723419,,
1779153380193561691,,0.0,,
1779153380213586157,,-0.0014998923259326269,,
1779153380223445739,0.0,,,
1779153380233501277,,-0.000545415391248228,,
1779153380253571467,,-0.000545415391248228,,
1779153380273608905,0.0,,,
1779153380273640051,,0.000545415391248228,,
1779153380293983536,,-0.00040906154343617096,,
1779153380313596441,,-0.000681769239060285,,
1779153380323593147,0.0,,,
1779153380333573234,,-0.000136353847812057,,
1779153380353641307,,0.000545415391248228,,
1779153380373415174,0.0,,,
1779153380373587326,,0.000681769239060285,,
1779153380393548103,,-0.000681769239060285,,
1779153380414004032,,-0.000272707695624114,,
1779153380424022161,0.0,,,
1779153380433791349,,-0.001090830782496456,,
1779153380453580872,,-0.00136353847812057,,
1779153380473780956,0.0,,,
1779153380473873835,,-0.000136353847812057,,
1779153380493682592,,-0.001227184630308513,,
1779153380513551979,,-0.000272707695624114,,
1779153380523550908,0.0,,,
1779153380533760083,,-0.000272707695624114,,
1779153380553752326,,0.000545415391248228,,
1779153380573773871,0.0,,,
1779153380573842422,,-0.001227184630308513,,
1779153380593820219,,-0.0014998923259326269,,
1779153380613975498,,-0.0008181230868723419,,
1779153380623440217,0.0,,,
1779153380633470842,,-0.0014998923259326269,,
1779153380653480236,,-0.000681769239060285,,
1779153380673672739,,0.000545415391248228,,
1779153380673904598,0.0,,,
1779153380693622648,,-0.000954476934684399,,
1779153380713702514,,-0.00040906154343617096,,
1779153380724050752,0.0,,,
1779153380733686645,,-0.000954476934684399,,
1779153380753648284,,0.00040906154343617096,,
1779153380773377015,0.0,,,
1779153380773514849,,0.000136353847812057,,
1779153380793827463,,-0.0016362461737446838,,
1779153380813829242,,-0.000954476934684399,,
1779153380823567473,0.0,,,
1779153380833732604,,-0.001090830782496456,,
1779153380853946558,,-0.00040906154343617096,,
1779153380873456916,0.0,,,
1779153380873556029,,-0.000136353847812057,,
1779153380893487457,,-0.001227184630308513,,
1779153380913705486,,-0.0014998923259326269,,
1779153380923691343,0.0,,,
1779153380933820316,,0.000136353847812057,,
1779153380953729882,,-0.0014998923259326269,,
1779153380973674127,0.0,,,
1779153380973870443,,-0.000136353847812057,,
1779153380993752949,,-0.00040906154343617096,,
1779153381013520631,,0.000136353847812057,,
1779153381023467640,0.0,,,
1779153381033700847,,-0.0008181230868723419,,
1779153381054095378,,-0.00040906154343617096,,
1779153381073652808,0.0,,,
1779153381073786980,,-0.001227184630308513,,
1779153381094005758,,0.000545415391248228,,
1779153381113895086,,-0.000681769239060285,,
1779153381123650865,0.0,,,
1779153381133509874,,-0.0008181230868723419,,
1779153381153548854,,-0.001090830782496456,,
1779153381173490646,0.0,,,
1779153381173758116,,-0.000545415391248228,,
1779153381193842363,,-0.000545415391248228,,
1779153381213680931,,-0.000954476934684399,,
1779153381223686396,0.0,,,
1779153381233757531,,-0.00040906154343617096,,
1779153381253554581,,-0.0008181230868723419,,
1779153381273401257,0.0,,,
