timestamp_ns,lever,yaw_rate,roll_angle,pitch_angle
1779156960383266085,0.0,,,
1779156960433281850,0.0,,,
1779156960483531052,0.0,,,
1779156960533760186,0.0,,,
1779156960583442317,0.0,,,
1779156960633644751,0.0,,,
1779156960683710244,0.0,,,
1779156960734338294,0.0,,,
1779156960783939002,0.0,,,
1779156960833517347,0.0,,,
1779156960883809906,0.0,,,
1779156960934052640,0.0,,,
1779156960983520104,0.0,,,
1779156961033436462,0.0,,,
1779156961083301537,0.0,,,
1779156961133401362,0.0,,,
1779156961183640988,0.0,,,
1779156961200293721,,-0.001227184630308513,,
1779156961220027706,,-0.0008181230868723419,,
1779156961233333980,0.0,,,
1779156961240158076,,-0.00040906154343617096,,
1779156961260408448,,0.000136353847812057,,
1779156961280330913,,0.000954476934684399,,
1779156961283644308,0.0,,,
1779156961300135036,,-0.000681769239060285,,
1779156961320315605,,-0.001090830782496456,,
1779156961333566665,0.0,,,
1779156961340331625,,-0.000272707695624114,,
1779156961360026664,,0.000272707695624114,,
1779156961380216233,,-0.00040906154343617096,,
1779156961383382040,0.0,,,
1779156961400212279,,0.000954476934684399,,
1779156961420131148,,-0.000272707695624114,,
1779156961433706594,0.0,,,
1779156961440274813,,-0.000545415391248228,,
1779156961460368107,,0.000136353847812057,,
1779156961480055270,,-0.000954476934684399,,
1779156961483239904,0.0,,,
1779156961500046620,,0.0,,
1779156961520084719,,-0.00040906154343617096,,
1779156961533672666,0.0,,,
1779156961540329409,,-0.000272707695624114,,
1779156961560226715,,-0.000136353847812057,,
1779156961580415035,,-0.00040906154343617096,,
1779156961583594956,0.0,,,
1779156961600077249,,-0.001090830782496456,,
1779156961620049605,,-0.000681769239060285,,
1779156961633419174,0.0,,,
1779156961640173661,,0.00040906154343617096,,
1779156961660223521,,-0.000136353847812057,,
1779156961680433064,,0.000272707695624114,,
1779156961683568909,0.0,,,
1779156961700446878,,-0.00040906154343617096,,
1779156961720380674,,-0.000954476934684399,,
1779156961733325246,0.0,,,
1779156961740033172,,0.000136353847812057,,
1779156961759989680,,0.0,,
1779156961780422362,,-0.000545415391248228,,
1779156961783613108,0.0,,,
1779156961800217657,,-0.000545415391248228,,
1779156961820362476,,-0.00040906154343617096,,
1779156961833600265,0.0,,,
1779156961840489537,,0.00040906154343617096,,
1779156961860194102,,-0.00040906154343617096,,
1779156961879981488,,0.0,,
1779156961883293836,0.0,,,
1779156961900061662,,-0.0008181230868723419,,
1779156961920094141,,-0.000136353847812057,,
1779156961933464542,0.0,,,
1779156961940253875,,0.000545415391248228,,
1779156961960311370,,0.00040906154343617096,,
1779156961980320449,,-0.0008181230868723419,,
1779156961983546563,0.0,,,
1779156962000055258,,0.0,,
1779156962020063838,,-0.00040906154343617096,,
1779156962033473560,0.0,,,
1779156962040246953,,-0.000681769239060285,,
1779156962060413882,,0.0,,
1779156962080500330,,-0.000954476934684399,,
1779156962083689487,0.0,,,
1779156962100379730,,-0.000681769239060285,,
1779156962120063116,,0.0,,
1779156962133300054,0.0,,,
1779156962140093791,,-0.0014998923259326269,,
1779156962160283944,,-0.000136353847812057,,
1779156962180291024,,0.000954476934684399,,
1779156962183641941,0.0,,,
1779156962200125697,,-0.000954476934684399,,
1779156962220275382,,-0.000954476934684399,,
1779156962233573536,0.0,,,
1779156962240113410,,-0.0008181230868723419,,
1779156962259949943,,-0.00040906154343617096,,
1779156962280185018,,-0.000681769239060285,,
1779156962283570715,0.0,,,
1779156962300225926,,-0.001227184630308513,,
1779156962320393203,,0.0,,
1779156962333521604,0.0,,,
1779156962340147425,,-0.000545415391248228,,
1779156962360281653,,-0.00136353847812057,,
1779156962379966176,,-0.0008181230868723419,,
1779156962383340467,0.0,,,
1779156962400294563,,-0.000545415391248228,,
1779156962420247856,,-0.000954476934684399,,
1779156962433475348,0.0,,,
1779156962440316892,,-0.0008181230868723419,,
1779156962460360139,,-0.000681769239060285,,
1779156962480138413,,-0.0008181230868723419,,
1779156962483384506,0.0,,,
1779156962500016065,,0.0,,
1779156962519990329,,0.000136353847812057,,
1779156962533476126,0.0,,,
1779156962540312348,,-0.000136353847812057,,
1779156962560180175,,-0.000272707695624114,,
1779156962580268100,,-0.001227184630308513,,
1779156962583466835,0.0,,,
1779156962600152673,,-0.001090830782496456,,
1779156962620106582,,-0.000545415391248228,,
1779156962633351458,0.0,,,
1779156962640015621,,-0.00040906154343617096,,
1779156962660295503,,0.000545415391248228,,
1779156962680286162,,0.0,,
1779156962683743066,0.0,,,
1779156962700165245,,0.000136353847812057,,
1779156962720356651,,0.000545415391248228,,
1779156962733688468,0.0,,,
1779156962740317159,,-0.000545415391248228,,
1779156962760010757,,-0.000136353847812057,,
1779156962780120209,,-0.000545415391248228,,
1779156962783293448,0.0,,,
1779156962800140866,,-0.000954476934684399,,
1779156962820359577,,-0.000136353847812057,,
1779156962833643639,0.0,,,
1779156962840291668,,-0.000545415391248228,,
1779156962860291545,,-0.001227184630308513,,
1779156962880087647,,-0.0008181230868723419,,
1779156962883300545,0.0,,,
1779156962900024839,,-0.000954476934684399,,
1779156962920372328,,-0.000136353847812057,,
1779156962933571697,0.0,,,
1779156962940315257,,-0.000954476934684399,,
1779156962960322709,,0.0,,
1779156962980134531,,-0.0014998923259326269,,
1779156962983507468,0.0,,,
1779156963000064877,,-0.000954476934684399,,
1779156963020018413,,-0.000136353847812057,,
1779156963033324119,0.0,,,
1779156963040135646,,-0.000136353847812057,,
1779156963060316730,,-0.000681769239060285,,
1779156963080159355,,-0.000272707695624114,,
1779156963083336176,0.0,,,
1779156963100276875,,-0.000272707695624114,,
1779156963120169036,,-0.000272707695624114,,
1779156963133346527,0.0,,,
1779156963140074470,,0.00040906154343617096,,
1779156963160071597,,0.000681769239060285,,
1779156963180348920,,-0.001227184630308513,,
1779156963183613873,0.0,,,
1779156963200249352,,-0.0008181230868723419,,
1779156963220384077,,-0.00040906154343617096,,
1779156963233693282,0.0,,,
1779156963240447554,,0.000272707695624114,,
1779156963260094196,,-0.00136353847812057,,
1779156963280142585,,0.000272707695624114,,
1779156963283342429,0.0,,,
