name,target_angle_deg,sim_time,roll_offset_deg,roll_amp_deg,roll_rate_rad_s,pitch_offset_deg,pitch_amp_deg,pitch_rate_rad_s,notes,steps,timed_out,strict_stop_achieved,strict_stop_time_s,practical_stop_achieved,practical_stop_time_s,final_angle_error_deg,final_omega_rad_s,final_u_cmd,max_overshoot_deg,overall_pass,case_output_dir,saved_file_count
dynamic_combined_90,90.0,45.0,3.0,5.0,0.12,1.0,3.0,0.09,複合変動,142,False,True,14.1,True,12.9,0.298,0.002777,0.02,0.0,True,出力/07_MPCケース検証/ケース別/dynamic_combined_90,8
