timestamp_ns,lever,roll_angle,pitch_angle,yaw_rate,abs_yaw_rate
1779769930676386768,0.0,0.02926715401574199,-1.757131377192014,0.000272707695624114,0.000272707695624114
1779769930696302888,0.10000000149011612,0.02926715401574199,-1.757131377192014,-0.0008181230868723419,0.0008181230868723419
1779769930716307855,0.10000000149011612,0.0,-3.514262754384028,-0.00040906154343617096,0.00040906154343617096
1779769930736582235,0.10000000149011612,0.0,-3.514262754384028,-0.000272707695624114,0.000272707695624114
1779769930756702806,0.10000000149011612,0.0,-3.514262754384028,0.000272707695624114,0.000272707695624114
1779769930776542450,0.10000000149011612,0.02926715401574199,-3.5708281859778515,0.00040906154343617096,0.00040906154343617096
1779769930796563924,0.10000000149011612,0.02926715401574199,-3.5708281859778515,-0.0016362461737446838,0.0016362461737446838
1779769930816279234,0.10000000149011612,0.05853430803148398,-3.514262754384028,0.000136353847812057,0.000136353847812057
1779769930836370927,0.10000000149011612,0.05853430803148398,-3.514262754384028,-0.001090830782496456,0.001090830782496456
1779769930856352653,0.10000000149011612,0.05853430803148398,-3.514262754384028,0.0,0.0
1779769930876453901,0.10000000149011612,0.11697893276151732,-3.512470592325663,-0.00040906154343617096,0.00040906154343617096
1779769930896495923,0.10000000149011612,0.11697893276151732,-3.512470592325663,0.00040906154343617096,0.00040906154343617096
1779769930916592521,0.10000000149011612,0.05853430803148398,-3.510678430267298,0.000545415391248228,0.000545415391248228
1779769930936504814,0.10000000149011612,0.05853430803148398,-3.510678430267298,0.000681769239060285,0.000681769239060285
1779769930956279335,0.10000000149011612,0.05853430803148398,-3.510678430267298,0.0008181230868723419,0.0008181230868723419
1779769930976300625,0.10000000149011612,0.11697893276151732,-3.4523062467099512,0.0,0.0
1779769930996477687,0.10000000149011612,0.11697893276151732,-3.4523062467099512,0.0,0.0
1779769931016593889,0.10000000149011612,0.17542355749155064,-3.510678430267298,0.000136353847812057,0.000136353847812057
