time,psi_deg,target_psi_deg,angle_error_deg,omega_rad_s,u_cmd,roll_deg,pitch_deg,moment_nm,horizon,q_angle,q_terminal,q_omega,r_u,r_du,solver_success
0.0,0.06638277121174835,119.99999999999999,119.93361722878824,0.011585979242431144,0.06,5.0,4.0,-3746.0643277509826,37,8.49947524370013,142.47638596650592,0.9997900974800524,0.03187303216387549,3.749212865550197,True
0.1,0.19950836838326588,119.99999999999999,119.80049163161672,0.023234799893266316,0.12,5.019999666668333,3.9999755001000423,-3761.648449462586,37,8.501553126595011,142.5698906967755,1.0006212506380046,0.03188082422473129,3.752329689892517,True
0.2,0.39973684341642723,119.99999999999999,119.60026315658355,0.034946461455759276,0.18,5.039997333386666,3.999902001600657,-3777.232489048366,37,8.503630998539782,142.6633949342902,1.001452399415913,0.03188861624452418,3.7554464978096735,True
0.30000000000000004,0.6674281732861786,119.99999999999999,119.33257182671382,0.046720950852694065,0.24,5.059991000404992,3.999779508103256,-3792.814886584885,37,8.505708651544651,142.7568893195093,1.0022834606178606,0.03189640744329244,3.758562977316977,True
0.4,1.0029421879834561,119.99999999999999,118.99705781201655,0.05855824243052138,0.3,5.079978668373268,3.999608025609998,-3808.3940825590203,37,8.507785877674536,142.8503644953541,1.0031143510698144,0.03190419704127951,3.761678816511804,True
0.5,1.4066384984927192,119.99999999999999,118.59336150150727,0.07045829796540026,0.36,5.099958338541357,3.9993875625234887,-3823.9685180254687,37,8.509862469070063,142.9438111081528,1.003944987628025,0.03191198425901273,3.7647937036050934,True
0.6000000000000001,1.8868553420770153,119.99999999999999,118.11314465792297,0.08381365044080577,0.42,5.119928012958889,3.999118129646377,-3839.536634764115,37,8.511938217968549,143.0372198085847,1.0047752871874196,0.03191976831738206,3.767907326952823,True
0.7000000000000001,2.459747592485135,119.99999999999999,117.54025240751484,0.09998856028781511,0.48,5.1398856946750655,3.998799740180819,-3855.0968754372702,37,8.514012916724969,143.13058125262364,1.005605166689988,0.03192754843771863,3.7710193750874543,True
0.8,3.1869719505845673,119.99999999999999,116.81302804941541,0.12692459449537388,0.54,5.159829387938346,3.9984324097278345,-3870.647683746748,37,8.516086357832899,143.2238861024805,1.00643454313316,0.03193532384187337,3.7741295367493497,True
0.9,4.099266927741297,119.99999999999999,115.9007330722587,0.159225511007914,0.6000000000000001,5.179757098396022,3.998016156286543,-3886.1875045907645,37,8.518158333945435,143.3171250275446,1.0072633335781742,0.03194309375229538,3.777237500918153,True
1.0,5.111824197616232,119.99999999999999,114.88817580238376,0.17672458224322404,0.6600000000000001,5.199666833293657,3.9975510002532793,-3901.714784220654,37,8.520228637896087,143.41028870532392,1.008091455158435,0.03195085739211033,3.780342956844131,True
1.1,6.3501322080795255,119.99999999999999,113.64986779192047,0.2161255193640486,0.7200000000000002,5.219556601674349,3.9970369644205967,-3917.22797039736,37,8.522297062719648,143.50336782238418,1.0089188250878594,0.031958613985198676,3.7834455940794722,True
1.2000000000000002,8.066702581160103,119.99999999999999,111.93329741883989,0.2995980485244349,0.7800000000000002,5.239424414577838,3.996474073976148,-3932.725512547723,37,8.52436340167303,143.59635307528632,1.009745360669212,0.03196636275627386,3.7865451025095442,True
1.3,10.120339666812658,119.99999999999999,109.87966033318735,0.35842728785697897,0.8400000000000003,5.25926828523939,3.995862356501451,-3948.205861920502,37,8.526427448256067,143.68923517152302,1.010570979302427,0.03197410293096025,3.7896411723841004,True
1.4000000000000001,12.439276598376615,119.99999999999999,107.56072340162338,0.4047308460188547,0.9000000000000004,5.279086229288473,3.995201841970541,-3963.6674717421515,37,8.528488996232287,143.78200483045293,1.0113955984929148,0.031981833735871074,3.79273349434843,True
