name,target_angle_deg,sim_time,roll_offset_deg,roll_amp_deg,roll_rate_rad_s,pitch_offset_deg,pitch_amp_deg,pitch_rate_rad_s,notes,steps,timed_out,strict_stop_achieved,strict_stop_time_s,practical_stop_achieved,practical_stop_time_s,final_angle_error_deg,final_omega_rad_s,final_u_cmd,max_overshoot_deg,overall_pass,case_output_dir,saved_file_count
roll_neg_90,90.0,45.0,-6.0,0.0,0.1,0.0,0.0,0.07,負ロール定常,151,False,True,15.0,False,,0.2851,0.004546,0.54,0.0,False,出力/07_MPCケース検証/ケース別/roll_neg_90,8
