event_id,lever_before_drop,drop_timestamp_ns,pre_duration_sec,post_duration_sec,steady_state_abs_yaw,first_post_abs_yaw,last_post_abs_yaw,time_to_50pct_sec,time_to_10pct_sec,time_to_5pct_sec,mean_roll_post,mean_pitch_post
1,0.5,1779154297765118009,1.080117174,4.979725569,0.000954476934684399,0.003681553890925539,0.000136353847812057,0.120035135,0.419672136,0.419672136,-4.362614897750312,1.9081475512006298
2,0.6000000238418579,1779154403723991492,100.93883124,6.119879578,0.17712364830786204,0.17426021750380882,0.001227184630308513,0.379830086,0.460003319,0.479957337,4.322732961387916,-2.010059633451162
3,0.699999988079071,1779154468323332923,58.439201456,6.080028411,0.13321770931237967,0.1353993708773726,0.000272707695624114,0.360034591,0.39996437,0.419708514,-4.717788010597767,0.6899798552812549
4,0.800000011920929,1779154507022907104,32.579817435,6.079754402,0.3150455653697577,0.3160682192283481,0.000136353847812057,0.559953415,0.719931954,0.739757509,4.696483499209532,-1.5013068307821764
5,0.8999999761581421,1779154535162637591,22.01973622,6.079952799,0.4089251895883589,0.40756165111023834,0.0,0.399941529,0.560112705,0.580202105,-4.392132453310331,-0.14715606425965347
6,1.0,1779154562162395766,20.879837727,119.558981903,0.4813290827765612,0.48228355971124565,0.000545415391248228,0.519933276,0.739784998,0.780008636,8.901008309114431,-4.36231521668388
