event_id,lever_before_drop,drop_timestamp_ns,pre_duration_sec,post_duration_sec,steady_state_abs_yaw,first_post_abs_yaw,last_post_abs_yaw,time_to_50pct_sec,time_to_10pct_sec,time_to_5pct_sec,mean_roll_post,mean_pitch_post
1,0.5,1779768948128652060,159.278731173,6.120327467,0.07281295473163843,0.07254024703601432,0.000545415391248228,0.359873274,0.400069381,0.400069381,2.7573377463107347,0.7676879684818589
2,0.6000000238418579,1779769047267991951,92.978522333,6.079626899,0.08808458568658882,0.08713010875190441,0.000136353847812057,0.340009868,0.379814623,0.379814623,-2.813839246641978,-1.5361392553712916
3,0.699999988079071,1779769109587222608,56.198708954,6.080082504,0.1743965713516209,0.17303303287350033,0.0,0.379968933,0.479975561,0.479975561,2.663024749893768,1.2890459547278712
4,0.800000011920929,1779769148467026672,32.759845623,6.139678392,0.28225246497095796,0.2796617418625289,0.001090830782496456,0.519939163,0.659850872,0.679711424,-2.3423533913019376,-2.1908046176225375
5,0.8999999761581421,1779769176726740399,22.079733595,6.079955985,0.44799056698651324,0.44874051314947955,0.000136353847812057,0.45995527,0.699831249,0.720010227,2.882020185502373,0.9504428170966768
6,1.0,1779769203266371130,20.419492015,19.599937596,0.45937611327882,0.4573308055616392,0.000136353847812057,0.620063917,0.839987992,0.860099787,2.9854613038878512,-6.394429360660283
